1;0;3,5064E+00
2;40;3,8465E+00
3;80;4,1841E+00
4;120;4,5190E+00
5;160;4,8507E+00
6;200;5,1790E+00
7;240;5,5035E+00
8;280;5,8237E+00
9;320;6,1391E+00
10;360;6,4492E+00
11;400;6,7537E+00
12;440;7,0518E+00
13;480;7,3431E+00
14;520;7,6269E+00
15;560;7,9026E+00
16;600;8,1696E+00
17;640;8,4272E+00
18;680;8,6747E+00
19;720;8,9114E+00
20;760;9,1365E+00
21;800;9,3494E+00
22;840;9,5492E+00
23;880;9,7352E+00
24;920;9,9068E+00
25;960;1,0063E+01
26;1.000;1,0203E+01
27;1.040;1,0327E+01
28;1.080;1,0433E+01
29;1.120;1,0521E+01
30;1.160;1,0590E+01
31;1.200;1,0640E+01
32;1.240;1,0670E+01
33;1.280;1,0680E+01
34;1.320;1,0668E+01
35;1.360;1,0636E+01
36;1.400;1,0581E+01
37;1.440;1,0505E+01
38;1.480;1,0406E+01
39;1.520;1,0285E+01
40;1.560;1,0141E+01
41;1.600;9,9754E+00
42;1.640;9,7869E+00
43;1.680;9,5760E+00
44;1.720;9,3431E+00
45;1.760;9,0883E+00
46;1.800;8,8120E+00
47;1.840;8,5147E+00
48;1.880;8,1969E+00
49;1.920;7,8592E+00
50;1.960;7,5023E+00
51;2.000;7,1268E+00
52;2.040;6,7337E+00
53;2.080;6,3237E+00
54;2.120;5,8979E+00
55;2.160;5,4571E+00
56;2.200;5,0025E+00
57;2.240;4,5352E+00
58;2.280;4,0562E+00
59;2.320;3,5669E+00
60;2.360;3,0684E+00
61;2.400;2,5619E+00
62;2.440;2,0489E+00
63;2.480;1,5305E+00
64;2.520;1,0082E+00
65;2.560;4,8322E-01
66;2.600;-4,2987E-02
67;2.640;-5,6908E-01
68;2.680;-1,0937E+00
69;2.720;-1,6155E+00
70;2.760;-2,1331E+00
71;2.800;-2,6451E+00
72;2.840;-3,1504E+00
73;2.880;-3,6475E+00
74;2.920;-4,1352E+00
75;2.960;-4,6123E+00
76;3.000;-5,0777E+00
77;3.040;-5,5301E+00
78;3.080;-5,9685E+00
79;3.120;-6,3918E+00
80;3.160;-6,7991E+00
81;3.200;-7,1894E+00
82;3.240;-7,5619E+00
83;3.280;-7,9157E+00
84;3.320;-8,2502E+00
85;3.360;-8,5647E+00
86;3.400;-8,8586E+00
87;3.440;-9,1314E+00
88;3.480;-9,3826E+00
89;3.520;-9,6120E+00
90;3.560;-9,8192E+00
91;3.600;-1,0004E+01
92;3.640;-1,0166E+01
93;3.680;-1,0306E+01
94;3.720;-1,0424E+01
95;3.760;-1,0519E+01
96;3.800;-1,0592E+01
97;3.840;-1,0642E+01
98;3.880;-1,0672E+01
99;3.920;-1,0680E+01
100;3.960;-1,0667E+01
101;4.000;-1,0633E+01
102;4.040;-1,0580E+01
103;4.080;-1,0508E+01
104;4.120;-1,0417E+01
105;4.160;-1,0308E+01
106;4.200;-1,0181E+01
107;4.240;-1,0039E+01
108;4.280;-9,8798E+00
109;4.320;-9,7058E+00
110;4.360;-9,5175E+00
111;4.400;-9,3155E+00
112;4.440;-9,1006E+00
113;4.480;-8,8735E+00
114;4.520;-8,6350E+00
115;4.560;-8,3858E+00
116;4.600;-8,1267E+00
117;4.640;-7,8582E+00
118;4.680;-7,5811E+00
119;4.720;-7,2960E+00
120;4.760;-7,0036E+00
121;4.800;-6,7044E+00
122;4.840;-6,3990E+00
123;4.880;-6,0879E+00
124;4.920;-5,7717E+00
125;4.960;-5,4508E+00
126;5.000;-5,1257E+00
127;5.040;-4,7968E+00
128;5.080;-4,4645E+00
129;5.120;-4,1291E+00
130;5.160;-3,7911E+00
131;5.200;-3,4506E+00
132;5.240;-3,1081E+00
133;5.280;-2,7638E+00
134;5.320;-2,4180E+00
135;5.360;-2,0708E+00
136;5.400;-1,7225E+00
137;5.440;-1,3733E+00
138;5.480;-1,0234E+00
139;5.520;-6,7298E-01
140;5.560;-3,2224E-01
141;5.600;2,8658E-02
142;5.640;3,7954E-01
143;5.680;7,3024E-01
144;5.720;1,0806E+00
145;5.760;1,4304E+00
146;5.800;1,7794E+00
147;5.840;2,1275E+00
148;5.880;2,4745E+00
149;5.920;2,8202E+00
150;5.960;3,1642E+00
151;6.000;3,5064E+00
152;6.040;3,8465E+00
153;6.080;4,1841E+00
154;6.120;4,5190E+00
155;6.160;4,8507E+00
156;6.200;5,1790E+00
157;6.240;5,5035E+00
158;6.280;5,8237E+00
159;6.320;6,1391E+00
160;6.360;6,4492E+00
161;6.400;6,7537E+00
162;6.440;7,0518E+00
163;6.480;7,3431E+00
164;6.520;7,6269E+00
165;6.560;7,9026E+00
166;6.600;8,1696E+00
167;6.640;8,4272E+00
168;6.680;8,6747E+00
169;6.720;8,9114E+00
170;6.760;9,1365E+00
171;6.800;9,3494E+00
172;6.840;9,5492E+00
173;6.880;9,7352E+00
174;6.920;9,9068E+00
175;6.960;1,0063E+01
176;7.000;1,0203E+01
177;7.040;1,0327E+01
178;7.080;1,0433E+01
179;7.120;1,0521E+01
180;7.160;1,0590E+01
181;7.200;1,0640E+01
182;7.240;1,0670E+01
183;7.280;1,0680E+01
184;7.320;1,0668E+01
185;7.360;1,0636E+01
186;7.400;1,0581E+01
187;7.440;1,0505E+01
188;7.480;1,0406E+01
189;7.520;1,0285E+01
190;7.560;1,0141E+01
191;7.600;9,9754E+00
192;7.640;9,7869E+00
193;7.680;9,5760E+00
194;7.720;9,3431E+00
195;7.760;9,0883E+00
196;7.800;8,8120E+00
197;7.840;8,5147E+00
198;7.880;8,1969E+00
199;7.920;7,8592E+00
200;7.960;7,5023E+00
201;8.000;7,1268E+00
202;8.040;6,7337E+00
203;8.080;6,3237E+00
204;8.120;5,8979E+00
205;8.160;5,4571E+00
206;8.200;5,0025E+00
207;8.240;4,5352E+00
208;8.280;4,0562E+00
209;8.320;3,5669E+00
210;8.360;3,0684E+00
211;8.400;2,5619E+00
212;8.440;2,0489E+00
213;8.480;1,5305E+00
214;8.520;1,0082E+00
215;8.560;4,8322E-01
216;8.600;-4,2987E-02
217;8.640;-5,6908E-01
218;8.680;-1,0937E+00
219;8.720;-1,6155E+00
220;8.760;-2,1331E+00
221;8.800;-2,6451E+00
222;8.840;-3,1504E+00
223;8.880;-3,6475E+00
224;8.920;-4,1352E+00
225;8.960;-4,6123E+00
226;9.000;-5,0777E+00
227;9.040;-5,5301E+00
228;9.080;-5,9685E+00
229;9.120;-6,3918E+00
230;9.160;-6,7991E+00
231;9.200;-7,1894E+00
232;9.240;-7,5619E+00
233;9.280;-7,9157E+00
234;9.320;-8,2502E+00
235;9.360;-8,5647E+00
236;9.400;-8,8586E+00
237;9.440;-9,1314E+00
238;9.480;-9,3826E+00
239;9.520;-9,6120E+00
240;9.560;-9,8192E+00
241;9.600;-1,0004E+01
242;9.640;-1,0166E+01
243;9.680;-1,0306E+01
244;9.720;-1,0424E+01
245;9.760;-1,0519E+01
246;9.800;-1,0592E+01
247;9.840;-1,0642E+01
248;9.880;-1,0672E+01
249;9.920;-1,0680E+01
250;9.960;-1,0667E+01
251;10.000;-1,0633E+01